"URL","Code","Fac_Name","Fac_Description","Fac_Address","Fac_Email","Fac_Phone","Fac_Pop_Gender","Fac_Pop_Count","Fac_County","Fac_Region"
"https://www.bop.gov/locations/institutions/spg/","SPG","MCFP Springfield","An administrative security federal medical center.","1900 W. SUNSHINE ST SPRINGFIELD, MO 65807","SPG-ExecAssistant-S@bop.gov","417-862-7041","Male",1082,"GREENE","North Central Region"
"https://www.bop.gov/locations/ccm/cst/","CST","RRM St Louis","A Residential Reentry Management (RRM) field office.","1222 SPRUCE ST, SUITE 6.101 ST LOUIS, MO 63103","CST-CCM-S@bop.gov","314-410-6818",NA,NA,"SAINT LOUIS","North Central Region"
"https://www.bop.gov/locations/institutions/tdg/","TDG","FCI Talladega","A medium security federal correctional institution with an adjacent minimum security satellite camp.","565 EAST RENFROE ROAD TALLADEGA, AL 35160","TDG-ExecAssistant-S@bop.gov","256-315-4100","Male",1179,"Talladega","Southeast Region"
"https://www.bop.gov/locations/institutions/tal/","TAL","FCI Tallahassee","A low security federal correctional institution with a detention center.","501 CAPITAL CIRCLE, NE TALLAHASSEE, FL 32301","TAL-ExecAssistant-S@bop.gov","850-878-2173","Male and Female",1128,"Leon","Southeast Region"
"https://www.bop.gov/locations/institutions/trm/","TRM","FCI Terminal Island","A low security federal correctional institution.","1299 SEASIDE AVENUE SAN PEDRO, CA 90731","TRM-ExecAssistant-S@bop.gov","310-831-8961","Male",973,"LOS ANGELES","Western Region"
"https://www.bop.gov/locations/institutions/tha/","THA","FCI Terre Haute","A medium security federal correctional institution with an adjacent minimum security satellite camp.","4200 BUREAU ROAD NORTH TERRE HAUTE, IN 47808","THA-ExecAssistant-S@bop.gov","812-238-1531","Male",1231,"VIGO","North Central Region"
"https://www.bop.gov/locations/institutions/thp/","THP","USP Terre Haute","A high security U.S. penitentiary.","4700 BUREAU ROAD SOUTH TERRE HAUTE, IN 47802","THA-ExecAssistant-S@bop.gov","812-244-4400","Male",1294,"VIGO","North Central Region"
"https://www.bop.gov/locations/institutions/tex/","TEX","FCI Texarkana","A low security federal correctional institution with an adjacent minimum security satellite camp.","4001 LEOPARD DRIVE TEXARKANA, TX 75501","TEX-ExecAssistant-S@bop.gov","903-838-4587","Male",1322,"Bowie","South Central Region"
"https://www.bop.gov/locations/institutions/tom/","TOM","FCI Thomson","A low security federal correctional institution with an adjacent minimum security satellite camp.","1100 ONE MILE ROAD THOMSON, IL 61285","TOM-ExecAssistant-S@bop.gov","815-259-1000","Male",1941,"CARROLL","North Central Region"
"https://www.bop.gov/locations/institutions/trv/","TRV","FCI Three Rivers","A medium security federal correctional institution with an adjacent minimum security satellite camp.","US HIGHWAY 72 WEST THREE RIVERS, TX 78071","TRV-ExecAssistant-S@bop.gov","361-786-3576","Male",1266,"Live Oak","South Central Region"
"https://www.bop.gov/locations/institutions/tcn/","TCN","FCI Tucson","A medium security federal correctional institution with a detention center.","8901 S. WILMOT ROAD TUCSON, AZ 85756","TCX-ExecAssistant-S@bop.gov","520-574-7100","Male and Female",415,"PIMA","Western Region"
"https://www.bop.gov/locations/institutions/tcp/","TCP","USP Tucson","A high security U.S. penitentiary with an adjacent minimum security satellite camp.","9300 SOUTH WILMOT ROAD TUCSON, AZ 85756","TCX-ExecAssistant-S@bop.gov","520-663-5000","Male",1226,"PIMA","Western Region"
"https://www.bop.gov/locations/institutions/vim/","VIM","FCI Victorville Medium I","A medium security federal correctional institution with an adjacent minimum security satellite camp.","13777 AIR EXPRESSWAY BLVD VICTORVILLE, CA 92394","VIX-ExecAssistant-S@bop.gov","760-246-2400","Male and Female",1699,"SAN BERNARDINO","Western Region"
"https://www.bop.gov/locations/institutions/vvm/","VVM","FCI Victorville Medium II","A medium security federal correctional institution.","13777 AIR EXPRESSWAY BLVD VICTORVILLE, CA 92394","VIX-ExecAssistant-S@bop.gov","760-530-5700","Male",1556,"SAN BERNARDINO","Western Region"
"https://www.bop.gov/locations/institutions/vip/","VIP","USP Victorville","A high security U.S. penitentiary.","13777 AIR EXPRESSWAY BLVD VICTORVILLE, CA 92394","VIX-ExecAssistant-S@bop.gov","760-530-5000","Male",1225,"San Bernardino","Western Region"
"https://www.bop.gov/locations/institutions/was/","WAS","FCI Waseca","A low security federal correctional institution.","1000 UNIVERSITY DR, SW WASECA, MN 56093","WAS-ExecAssistant-S@bop.gov","507-835-8972","Female",905,"Waseca","North Central Region"
"https://www.bop.gov/locations/institutions/wil/","WIL","FCI Williamsburg","A medium security federal correctional institution with an adjacent minimum security satellite camp.","8301 HIGHWAY 521 SALTERS, SC 29590","WIL-ExecAssistant-S@bop.gov","843-387-9400","Male",1372,"Williamsburg","Southeast Region"
"https://www.bop.gov/locations/institutions/yan/","YAN","FPC Yankton","A minimum security federal prison camp.","1016 DOUGLAS AVENUE YANKTON, SD 57078","YAN-ExecAssistant-S@bop.gov","605-665-3262","Male",489,"Yankton","North Central Region"
"https://www.bop.gov/locations/institutions/yam/","YAM","FCI Yazoo City Low II","A medium security federal correctional institution.","2225 HALEY BARBOUR PARKWAY YAZOO CITY, MS 39194","YAZ-ExecAssistant-S@bop.gov","662-716-1020","Male",1333,"YAZOO","Southeast Region"
"https://www.bop.gov/locations/institutions/yaz/","YAZ","FCI Yazoo City Low","A low security federal correctional institution with an adjacent minimum security satellite camp.","2225 HALEY BARBOUR PARKWAY YAZOO CITY, MS 39194","YAZ-ExecAssistant-S@bop.gov","662-751-4800","Male",1373,"YAZOO","Southeast Region"
"https://www.bop.gov/locations/institutions/yap/","YAP","FCI Yazoo City Medium","A medium security federal correctional institution.","2225 HALEY BARBOUR PKWY YAZOO CITY, MS 39194","YAZ-ExecAssistant-S@bop.gov","662-716-1241","Male",1478,"YAZOO","Southeast Region"
"https://www.bop.gov/locations/institutions/ali/","ALI","FCI Aliceville","A low security federal correctional institution with an adjacent minimum security satellite camp.","11070 HIGHWAY 14 ALICEVILLE, AL 35442","ALI-ExecAssistant-S@bop.gov","205-373-5000","Female",1610,"PICKENS","Southeast Region"
"https://www.bop.gov/locations/institutions/bml/","BML","FCI Beaumont Low","A low security federal correctional institution with an adjacent minimum security satellite camp.","5560 KNAUTH ROAD BEAUMONT, TX 77705","BMX-ExecAssistant-S@bop.gov","409-727-8172","Male",2079,"Jefferson","South Central Region"
"https://www.bop.gov/locations/institutions/clp/","CLP","USP Coleman II","A high security U.S. penitentiary.","846 NE 54TH TERRACE SUMTERVILLE, FL 33521","COA-PublicInformation-S@bop.gov","352-689-7000","Male",1124,"SUMTER","Southeast Region"
"https://www.bop.gov/locations/institutions/cop/","COP","USP Coleman I","A high security U.S. penitentiary.","846 NE 54TH TERRACE SUMTERVILLE, FL 33521","COA-PublicInformation-S@bop.gov","352-689-6000","Male",1414,"SUMTER","Southeast Region"
"https://www.bop.gov/locations/institutions/col/","COL","FCI Coleman Low","A low security federal correctional institution with an adjacent minimum security satellite camp.","846 NE 54TH TERRACE SUMTERVILLE, FL 33521","COA-PublicInformation-S@bop.gov","352-689-4000","Male",2046,"SUMTER","Southeast Region"
"https://www.bop.gov/locations/institutions/fai/","FAI","FCI Fairton","A medium security federal correctional institution with an adjacent minimum security satellite camp and a detention center.","655 FAIRTON-MILLVILLE ROAD FAIRTON, NJ 08320","FAI-ExecAssistant-S@bop.gov","856-453-1177","Male",800,"Cumberland","Northeast Region"
"https://www.bop.gov/locations/institutions/flm/","FLM","USP Florence ADMAX","An administrative security U.S. penitentiary.","5880 HWY 67 SOUTH FLORENCE, CO 81226","FLX-ExecAssistant-S@bop.gov","719-784-9464","Male",337,"Fremont","North Central Region"
"https://www.bop.gov/locations/institutions/gil/","GIL","FCI Gilmer","A medium security federal correctional institution with an adjacent minimum security satellite camp.","201 FCI LANE GLENVILLE, WV 26351","GIL-ExecAssistant-S@bop.gov","304-626-2500","Male",1442,"GILMER","Mid-Atlantic Region"
"https://www.bop.gov/locations/institutions/mna/","MNA","FCI Marianna","A medium security federal correctional institution with an adjacent minimum security satellite camp.","3625 FCI ROAD MARIANNA, FL 32446","MNA-ExecAssistant-S@bop.gov","850-526-2313","Male and Female",1259,"Jackson","Southeast Region"
"https://www.bop.gov/locations/regional_offices/nero/","NERO","Northeast Regional Office","An administrative office providing oversight & support to facilities located in the Northeast Region (NER).","U.S. CUSTOM HOUSE, 7TH FLOORPHILADELPHIA, PA 19106","NER-ExecAssistant-S@bop.gov","215-521-7301",NA,NA,"PHILADELPHIA",NA
"https://www.bop.gov/locations/institutions/atl/","ATL","FCI Atlanta","A low security federal correctional institution with a detention center.","601 MCDONOUGH BLVD SE ATLANTA, GA 30315","ATL-ExecAssistant-S@bop.gov","404-635-5100","Male",1648,"FULTON","Southeast Region"
"https://www.bop.gov/locations/regional_offices/mxro/","MXRO","Mid-Atlantic Regional Office","An administrative office providing oversight & support to facilities located in the Mid-Atlantic Region (MXR).","302 SENTINEL DRIVEANNAPOLIS JUNCT, MD 20701","MXR-ExecAssistant-S@bop.gov","301-317-3100",NA,NA,"ANNE ARUNDEL",NA
"https://www.bop.gov/locations/regional_offices/scro/","SCRO","South Central Regional Office","An administrative office providing oversight & support to facilities located in the South Central Region (SCR).","US ARMED FORCES RESERVE CMPLGRAND PRAIRIE, TX 75051","SCR-ExecAssistant-S@bop.gov","972-730-8600",NA,NA,"DALLAS",NA
"https://www.bop.gov/locations/regional_offices/ncro/","NCRO","North Central Regional Office","An administrative office providing oversight & support to facilities located in the North Central Region (NCR).","400 STATE AVENUE, SUITE 800KANSAS CITY, KS 66101","NCR-ExecAssistant-S@bop.gov","913-621-3939",NA,NA,"WYANDOTTE",NA
"https://www.bop.gov/locations/regional_offices/wxro/","WXRO","Western Regional Office","An administrative office providing oversight & support to facilities located in the Western Region (WXR).","7338 SHORELINE DRIVESTOCKTON, CA 95219","WXR-ExecAssistant-S@bop.gov","209-956-9700",NA,NA,"SAN JOAQUIN",NA
"https://www.bop.gov/locations/regional_offices/sero/","SERO","Southeast Regional Office","An administrative office providing oversight & support to facilities located in the Southeast Region (SER).","3800 CAMP CRK PK SW/BDG 2000ATLANTA, GA 30331","SER-ExecAssistant-S@bop.gov","678-686-1200",NA,NA,"FULTON",NA
"https://www.bop.gov/locations/ccm/cch/","CCH","RRM Chicago","A Residential Reentry Management (RRM) field office.","1901 BUTTERFIELD ROAD, SUITE 130DOWNERS GROVE, IL 60515","CCH-CCM-S@bop.gov","331-903-4043",NA,NA,"COOK","North Central Region"
"https://www.bop.gov/locations/ccm/cdt/","CDT","RRM Detroit","A Residential Reentry Management (RRM) field office.","4026 E. ARKONA RD. MILAN, MI 48160","CDT-CCM-S@bop.gov","734-508-9048",NA,NA,"MONROE","North Central Region"
"https://www.bop.gov/locations/ccm/ckc/","CKC","RRM Kansas City","A Residential Reentry Management (RRM) field office.","400 STATE AVE., RM 131 KANSAS CITY, KS 66101","CKC-CCM-S@bop.gov","620-307-7531",NA,NA,"WYANDOTTE","North Central Region"
"https://www.bop.gov/locations/ccm/clb/","CLB","RRM Long Beach","A Residential Reentry Management (RRM) field office.","1299 SEASIDE AVENUE SAN PEDRO, CA 90731","CLB-CCM-S@bop.gov","424-450-2866",NA,NA,"LOS ANGELES","Western Region"
"https://www.bop.gov/locations/ccm/cmm","CMM","RRM Miami","A Residential Reentry Management (RRM) field office.","401 N MIAMI AVENUE MIAMI, FL 33128","CMM-CCM-S@bop.gov","786-584-4730",NA,NA,"MIAMI-DADE","Southeast Region"
"https://www.bop.gov/locations/ccm/cms/","CMS","RRM Minneapolis","A Residential Reentry Management (RRM) field office.","300 SOUTH 4TH ST, SUITE 1210 MINNEAPOLIS, MN 55415","CMS-CCM-S@bop.gov","612-332-5026",NA,NA,"HENNEPIN","North Central Region"
"https://www.bop.gov/locations/ccm/cmy","CMY","RRM Montgomery","A Residential Reentry Management (RRM) field office.","MAXWELL AFB, BLDG 1209 820 WILLOW STREETMONTGOMERY, AL 36112","CMY-CCM-S@bop.gov","334-922-6684",NA,NA,"MONTGOMERY","Southeast Region"
"https://www.bop.gov/locations/ccm/cor/","COR","RRM Orlando","A Residential Reentry Management (RRM) field office.","6303 COUNTY ROAD 500 WILDWOOD, FL 34785","COR-CCM-S@bop.gov","352-254-6140",NA,NA,"ORANGE","Southeast Region"
"https://www.bop.gov/locations/ccm/csc/","CSC","RRM","A Residential Reentry Management (RRM) field office.","501 I STREET, SUITE 9-400 SACRAMENTO, CA 95814","CSC-CCM-S@bop.gov","916-288-4266",NA,NA,"SACRAMENTO","Western Region"
"https://www.bop.gov/locations/ccm/ccn/","CCN","RRM Cincinnati","A Residential Reentry Management (RRM) field office.","36 E. 7TH ST., SUITE 2107-A CINCINNATI, OH 45202","CCN-CCM-S@bop.gov","513-826-9364",NA,NA,"HAMILTON","Northeast Region"
"https://www.bop.gov/locations/ccm/cnv/","CNV","RRM Nashville","A Residential Reentry Management (RRM) field office.","701 BROADWAY ST, SUITE 124 NASHVILLE, TN 37203","CNV-CCM-S@bop.gov","629-266-6380",NA,NA,"DAVIDSON","Mid-Atlantic Region"
